Signal Legend:

Key        Signal Name

0        = DATA_8861_before[15..0]
1        = RAM0_add[7..0]
2        = RAM0_wdata[15..0]
3        = RAM1_add[3..0]
4        = RAM1_wdata[31..0]
5        = sample_cnt[12..0]
6        = sample_cntset[12..0]
7        = trigger[15..0]
8        = ADS8861:ADS8861_inst|data_reg[15..0]
9        = sm_cnt[9..0]
10       = soc_system:u0|soc_system_onchip_memory2_0:onchip_memory2_0|readdata2[15..0]
11       = soc_system:u0|soc_system_onchip_memory2_1:onchip_memory2_1|readdata2[31..0]
12       = ADS8861:ADS8861_inst|data[15..0]
13       = ADS8861:ADS8861_inst|cnt[4..0]
14       = RAM0_write

Data Table:

Signals-> 0     1   2     3  4         5   6   7   8      9   10    11  12    13 14 

sample

-769      689   179 689   2h 0000C350h 123 200 100 1281   516 02B1h 100 1281  18 1  
-768      689   179 689   2h 0000C350h 143 200 100 1281   516 02B1h 100 1281  18 1  
-767      689   179 689   2h 0000C350h 163 200 100 1281   516 02B1h 100 1281  18 1  
-766      689   179 689   2h 0000C350h 183 200 100 1281   516 02B1h 100 1281  12 1  
-765      689   179 689   2h 0000C350h 2   200 100 1825   516 02B1h 100 1281  5  1  
-764      1281  180 1281  2h 0000C350h 22  200 100 1834   516 02B1h 100 1281  31 1  
-763      1281  180 1281  2h 0000C350h 42  200 100 1834   516 0501h 100 1834  18 1  
-762      1281  180 1281  2h 0000C350h 62  200 100 1834   516 0501h 100 1834  18 1  
-761      1281  180 1281  2h 0000C350h 82  200 100 1834   516 0501h 100 1834  18 1  
-760      1281  180 1281  2h 0000C350h 102 200 100 1834   516 0501h 100 1834  18 1  
-759      1281  180 1281  2h 0000C350h 122 200 100 1834   516 0501h 100 1834  18 1  
-758      1281  180 1281  2h 0000C350h 142 200 100 1834   516 0501h 100 1834  18 1  
-757      1281  180 1281  2h 0000C350h 162 200 100 1834   516 0501h 100 1834  18 1  
-756      1281  180 1281  2h 0000C350h 182 200 100 3882   516 0501h 100 1834  12 1  
-755      1281  180 1281  2h 0000C350h 1   200 100 2346   516 0501h 100 1834  5  1  
-754      1281  180 1281  2h 0000C350h 21  200 100 2349   516 0501h 100 1834  31 1  
-753      1834  181 1834  2h 0000C350h 41  200 100 2349   516 072Ah 100 2349  18 1  
-752      1834  181 1834  2h 0000C350h 61  200 100 2349   516 072Ah 100 2349  18 1  
-751      1834  181 1834  2h 0000C350h 81  200 100 2349   516 072Ah 100 2349  18 1  
-750      1834  181 1834  2h 0000C350h 101 200 100 2349   516 072Ah 100 2349  18 1  
-749      1834  181 1834  2h 0000C350h 121 200 100 2349   516 072Ah 100 2349  18 1  
-748      1834  181 1834  2h 0000C350h 141 200 100 2349   516 072Ah 100 2349  18 1  
-747      1834  181 1834  2h 0000C350h 161 200 100 2349   516 072Ah 100 2349  18 1  
-746      1834  181 1834  2h 0000C350h 181 200 100 2349   516 072Ah 100 2349  13 1  
-745      1834  181 1834  2h 0000C350h 0   200 100 2349   516 072Ah 100 2349  6  1  
-744      1834  181 1834  2h 0000C350h 20  200 100 2334   516 072Ah 100 2349  0  1  
-743      2349  182 2349  2h 0000C350h 40  200 100 2334   516 092Dh 100 2334  18 1  
-742      2349  182 2349  2h 0000C350h 60  200 100 2334   516 092Dh 100 2334  18 1  
-741      2349  182 2349  2h 0000C350h 80  200 100 2334   516 092Dh 100 2334  18 1  
-740      2349  182 2349  2h 0000C350h 100 200 100 2334   516 092Dh 100 2334  18 1  
-739      2349  182 2349  2h 0000C350h 120 200 100 2334   516 092Dh 100 2334  18 1  
-738      2349  182 2349  2h 0000C350h 140 200 100 2334   516 092Dh 100 2334  18 1  
-737      2349  182 2349  2h 0000C350h 160 200 100 2334   516 092Dh 100 2334  18 1  
-736      2349  182 2349  2h 0000C350h 180 200 100 2334   516 092Dh 100 2334  13 1  
-735      2349  182 2349  2h 0000C350h 200 200 100 2270   516 092Dh 100 2334  6  1  
-734      2349  182 2349  2h 0000C350h 19  200 100 2262   516 092Dh 100 2334  0  1  
-733      2334  183 2334  2h 0000C350h 39  200 100 2262   516 091Eh 100 2262  18 1  
-732      2334  183 2334  2h 0000C350h 59  200 100 2262   516 091Eh 100 2262  18 1  
-731      2334  183 2334  2h 0000C350h 79  200 100 2262   516 091Eh 100 2262  18 1  
-730      2334  183 2334  2h 0000C350h 99  200 100 2262   516 091Eh 100 2262  18 1  
-729      2334  183 2334  2h 0000C350h 119 200 100 2262   516 091Eh 100 2262  18 1  
-728      2334  183 2334  2h 0000C350h 139 200 100 2262   516 091Eh 100 2262  18 1  
-727      2334  183 2334  2h 0000C350h 159 200 100 2262   516 091Eh 100 2262  18 1  
-726      2334  183 2334  2h 0000C350h 179 200 100 2262   516 091Eh 100 2262  13 1  
-725      2334  183 2334  2h 0000C350h 199 200 100 1366   516 091Eh 100 2262  6  1  
-724      2334  183 2334  2h 0000C350h 18  200 100 1396   516 091Eh 100 2262  0  1  
-723      2262  184 2262  2h 0000C350h 38  200 100 1396   516 08D6h 100 1396  18 1  
-722      2262  184 2262  2h 0000C350h 58  200 100 1396   516 08D6h 100 1396  18 1  
-721      2262  184 2262  2h 0000C350h 78  200 100 1396   516 08D6h 100 1396  18 1  
-720      2262  184 2262  2h 0000C350h 98  200 100 1396   516 08D6h 100 1396  18 1  
-719      2262  184 2262  2h 0000C350h 118 200 100 1396   516 08D6h 100 1396  18 1  
-718      2262  184 2262  2h 0000C350h 138 200 100 1396   516 08D6h 100 1396  18 1  
-717      2262  184 2262  2h 0000C350h 158 200 100 1396   516 08D6h 100 1396  18 1  
-716      2262  184 2262  2h 0000C350h 178 200 100 1396   516 08D6h 100 1396  13 1  
-715      2262  184 2262  2h 0000C350h 198 200 100 1204   516 08D6h 100 1396  6  1  
-714      2262  184 2262  2h 0000C350h 17  200 100 1201   516 08D6h 100 1396  0  1  
-713      1396  185 1396  2h 0000C350h 37  200 100 1201   516 0574h 100 1201  18 1  
-712      1396  185 1396  2h 0000C350h 57  200 100 1201   516 0574h 100 1201  18 1  
-711      1396  185 1396  2h 0000C350h 77  200 100 1201   516 0574h 100 1201  18 1  
-710      1396  185 1396  2h 0000C350h 97  200 100 1201   516 0574h 100 1201  18 1  
-709      1396  185 1396  2h 0000C350h 117 200 100 1201   516 0574h 100 1201  18 1  
-708      1396  185 1396  2h 0000C350h 137 200 100 1201   516 0574h 100 1201  18 1  
-707      1396  185 1396  2h 0000C350h 157 200 100 1201   516 0574h 100 1201  18 1  
-706      1396  185 1396  2h 0000C350h 177 200 100 1201   516 0574h 100 1201  14 1  
-705      1396  185 1396  2h 0000C350h 197 200 100 1073   516 0574h 100 1201  7  1  
-704      1396  185 1396  2h 0000C350h 16  200 100 1061   516 0574h 100 1201  1  1  
-703      1201  186 1201  2h 0000C350h 36  200 100 1061   516 04B1h 100 1061  18 1  
-702      1201  186 1201  2h 0000C350h 56  200 100 1061   516 04B1h 100 1061  18 1  
-701      1201  186 1201  2h 0000C350h 76  200 100 1061   516 04B1h 100 1061  18 1  
-700      1201  186 1201  2h 0000C350h 96  200 100 1061   516 04B1h 100 1061  18 1  
-699      1201  186 1201  2h 0000C350h 116 200 100 1061   516 04B1h 100 1061  18 1  
-698      1201  186 1201  2h 0000C350h 136 200 100 1061   516 04B1h 100 1061  18 1  
-697      1201  186 1201  2h 0000C350h 156 200 100 1061   516 04B1h 100 1061  18 1  
-696      1201  186 1201  2h 0000C350h 176 200 100 1061   516 04B1h 100 1061  14 1  
-695      1201  186 1201  2h 0000C350h 196 200 100 421    516 04B1h 100 1061  7  1  
-694      1201  186 1201  2h 0000C350h 15  200 100 427    516 04B1h 100 1061  1  1  
-693      1061  187 1061  2h 0000C350h 35  200 100 427    516 0425h 100 427   18 1  
-692      1061  187 1061  2h 0000C350h 55  200 100 427    516 0425h 100 427   18 1  
-691      1061  187 1061  2h 0000C350h 75  200 100 427    516 0425h 100 427   18 1  
-690      1061  187 1061  2h 0000C350h 95  200 100 427    516 0425h 100 427   18 1  
-689      1061  187 1061  2h 0000C350h 115 200 100 427    516 0425h 100 427   18 1  
-688      1061  187 1061  2h 0000C350h 135 200 100 427    516 0425h 100 427   18 1  
-687      1061  187 1061  2h 0000C350h 155 200 100 427    516 0425h 100 427   18 1  
-686      1061  187 1061  2h 0000C350h 175 200 100 -7765  516 0425h 100 427   14 1  
-685      1061  187 1061  2h 0000C350h 195 200 100 -725   516 0425h 100 427   7  1  
-684      1061  187 1061  2h 0000C350h 14  200 100 -722   516 0425h 100 427   1  1  
-683      427   188 427   2h 0000C350h 34  200 100 -722   516 01ABh 100 -722  18 1  
-682      427   188 427   2h 0000C350h 54  200 100 -722   516 01ABh 100 -722  18 1  
-681      427   188 427   2h 0000C350h 74  200 100 -722   516 01ABh 100 -722  18 1  
-680      427   188 427   2h 0000C350h 94  200 100 -722   516 01ABh 100 -722  18 1  
-679      427   188 427   2h 0000C350h 114 200 100 -722   516 01ABh 100 -722  18 1  
-678      427   188 427   2h 0000C350h 134 200 100 -722   516 01ABh 100 -722  18 1  
-677      427   188 427   2h 0000C350h 154 200 100 -722   516 01ABh 100 -722  18 1  
-676      427   188 427   2h 0000C350h 174 200 100 -722   516 01ABh 100 -722  15 1  
-675      427   188 427   2h 0000C350h 194 200 100 -1234  516 01ABh 100 -722  8  1  
-674      427   188 427   2h 0000C350h 13  200 100 -1266  516 01ABh 100 -722  2  1  
-673      -722  189 -722  2h 0000C350h 33  200 100 -1266  516 FD2Eh 100 -1266 18 1  
-672      -722  189 -722  2h 0000C350h 53  200 100 -1266  516 FD2Eh 100 -1266 18 1  
-671      -722  189 -722  2h 0000C350h 73  200 100 -1266  516 FD2Eh 100 -1266 18 1  
-670      -722  189 -722  2h 0000C350h 93  200 100 -1266  516 FD2Eh 100 -1266 18 1  
-669      -722  189 -722  2h 0000C350h 113 200 100 -1266  516 FD2Eh 100 -1266 18 1  
-668      -722  189 -722  2h 0000C350h 133 200 100 -1266  516 FD2Eh 100 -1266 18 1  
-667      -722  189 -722  2h 0000C350h 153 200 100 -1266  516 FD2Eh 100 -1266 18 1  
-666      -722  189 -722  2h 0000C350h 173 200 100 -1266  516 FD2Eh 100 -1266 15 1  
-665      -722  189 -722  2h 0000C350h 193 200 100 -1522  516 FD2Eh 100 -1266 8  1  
-664      -722  189 -722  2h 0000C350h 12  200 100 -1504  516 FD2Eh 100 -1266 2  1  
-663      -1266 190 -1266 2h 0000C350h 32  200 100 -1503  516 FB0Eh 100 -1503 18 1  
-662      -1266 190 -1266 2h 0000C350h 52  200 100 -1503  516 FB0Eh 100 -1503 18 1  
-661      -1266 190 -1266 2h 0000C350h 72  200 100 -1503  516 FB0Eh 100 -1503 18 1  
-660      -1266 190 -1266 2h 0000C350h 92  200 100 -1503  516 FB0Eh 100 -1503 18 1  
-659      -1266 190 -1266 2h 0000C350h 112 200 100 -1503  516 FB0Eh 100 -1503 18 1  
-658      -1266 190 -1266 2h 0000C350h 132 200 100 -1503  516 FB0Eh 100 -1503 18 1  
-657      -1266 190 -1266 2h 0000C350h 152 200 100 -1503  516 FB0Eh 100 -1503 18 1  
-656      -1266 190 -1266 2h 0000C350h 172 200 100 -1503  516 FB0Eh 100 -1503 15 1  
-655      -1266 190 -1266 2h 0000C350h 192 200 100 -1759  516 FB0Eh 100 -1503 8  1  
-654      -1266 190 -1266 2h 0000C350h 11  200 100 -1651  516 FB0Eh 100 -1503 2  1  
-653      -1503 191 -1503 2h 0000C350h 31  200 100 -1652  516 FA21h 100 -1652 18 1  
-652      -1503 191 -1503 2h 0000C350h 51  200 100 -1652  516 FA21h 100 -1652 18 1  
-651      -1503 191 -1503 2h 0000C350h 71  200 100 -1652  516 FA21h 100 -1652 18 1  
-650      -1503 191 -1503 2h 0000C350h 91  200 100 -1652  516 FA21h 100 -1652 18 1  
-649      -1503 191 -1503 2h 0000C350h 111 200 100 -1652  516 FA21h 100 -1652 18 1  
-648      -1503 191 -1503 2h 0000C350h 131 200 100 -1652  516 FA21h 100 -1652 18 1  
-647      -1503 191 -1503 2h 0000C350h 151 200 100 -1652  516 FA21h 100 -1652 18 1  
-646      -1503 191 -1503 2h 0000C350h 171 200 100 -1652  516 FA21h 100 -1652 16 1  
-645      -1503 191 -1503 2h 0000C350h 191 200 100 -1652  516 FA21h 100 -1652 9  1  
-644      -1503 191 -1503 2h 0000C350h 10  200 100 -1848  516 FA21h 100 -1652 3  1  
-643      -1652 192 -1652 2h 0000C350h 30  200 100 -1847  516 F98Ch 100 -1847 18 1  
-642      -1652 192 -1652 2h 0000C350h 50  200 100 -1847  516 F98Ch 100 -1847 18 1  
-641      -1652 192 -1652 2h 0000C350h 70  200 100 -1847  516 F98Ch 100 -1847 18 1  
-640      -1652 192 -1652 2h 0000C350h 90  200 100 -1847  516 F98Ch 100 -1847 18 1  
-639      -1652 192 -1652 2h 0000C350h 110 200 100 -1847  516 F98Ch 100 -1847 18 1  
-638      -1652 192 -1652 2h 0000C350h 130 200 100 -1847  516 F98Ch 100 -1847 18 1  
-637      -1652 192 -1652 2h 0000C350h 150 200 100 -1847  516 F98Ch 100 -1847 18 1  
-636      -1652 192 -1652 2h 0000C350h 170 200 100 -1847  516 F98Ch 100 -1847 16 1  
-635      -1652 192 -1652 2h 0000C350h 190 200 100 -1847  516 F98Ch 100 -1847 9  1  
-634      -1652 192 -1652 2h 0000C350h 9   200 100 -1563  516 F98Ch 100 -1847 3  1  
-633      -1847 193 -1847 2h 0000C350h 29  200 100 -1564  516 F8C9h 100 -1564 18 1  
-632      -1847 193 -1847 2h 0000C350h 49  200 100 -1564  516 F8C9h 100 -1564 18 1  
-631      -1847 193 -1847 2h 0000C350h 69  200 100 -1564  516 F8C9h 100 -1564 18 1  
-630      -1847 193 -1847 2h 0000C350h 89  200 100 -1564  516 F8C9h 100 -1564 18 1  
-629      -1847 193 -1847 2h 0000C350h 109 200 100 -1564  516 F8C9h 100 -1564 18 1  
-628      -1847 193 -1847 2h 0000C350h 129 200 100 -1564  516 F8C9h 100 -1564 18 1  
-627      -1847 193 -1847 2h 0000C350h 149 200 100 -1564  516 F8C9h 100 -1564 18 1  
-626      -1847 193 -1847 2h 0000C350h 169 200 100 -1564  516 F8C9h 100 -1564 16 1  
-625      -1847 193 -1847 2h 0000C350h 189 200 100 -1052  516 F8C9h 100 -1564 9  1  
-624      -1847 193 -1847 2h 0000C350h 8   200 100 -1300  516 F8C9h 100 -1564 3  1  
-623      -1564 194 -1564 2h 0000C350h 28  200 100 -1299  516 F9E4h 100 -1299 18 1  
-622      -1564 194 -1564 2h 0000C350h 48  200 100 -1299  516 F9E4h 100 -1299 18 1  
-621      -1564 194 -1564 2h 0000C350h 68  200 100 -1299  516 F9E4h 100 -1299 18 1  
-620      -1564 194 -1564 2h 0000C350h 88  200 100 -1299  516 F9E4h 100 -1299 18 1  
-619      -1564 194 -1564 2h 0000C350h 108 200 100 -1299  516 F9E4h 100 -1299 18 1  
-618      -1564 194 -1564 2h 0000C350h 128 200 100 -1299  516 F9E4h 100 -1299 18 1  
-617      -1564 194 -1564 2h 0000C350h 148 200 100 -1299  516 F9E4h 100 -1299 18 1  
-616      -1564 194 -1564 2h 0000C350h 168 200 100 -1299  516 F9E4h 100 -1299 17 1  
-615      -1564 194 -1564 2h 0000C350h 188 200 100 -1299  516 F9E4h 100 -1299 10 1  
-614      -1564 194 -1564 2h 0000C350h 7   200 100 -1243  516 F9E4h 100 -1299 4  1  
-613      -1299 195 -1299 2h 0000C350h 27  200 100 -1246  516 FAEDh 100 -1246 18 1  
-612      -1299 195 -1299 2h 0000C350h 47  200 100 -1246  516 FAEDh 100 -1246 18 1  
-611      -1299 195 -1299 2h 0000C350h 67  200 100 -1246  516 FAEDh 100 -1246 18 1  
-610      -1299 195 -1299 2h 0000C350h 87  200 100 -1246  516 FAEDh 100 -1246 18 1  
-609      -1299 195 -1299 2h 0000C350h 107 200 100 -1246  516 FAEDh 100 -1246 18 1  
-608      -1299 195 -1299 2h 0000C350h 127 200 100 -1246  516 FAEDh 100 -1246 18 1  
-607      -1299 195 -1299 2h 0000C350h 147 200 100 -1246  516 FAEDh 100 -1246 18 1  
-606      -1299 195 -1299 2h 0000C350h 167 200 100 -1246  516 FAEDh 100 -1246 17 1  
-605      -1299 195 -1299 2h 0000C350h 187 200 100 -222   516 FAEDh 100 -1246 10 1  
-604      -1299 195 -1299 2h 0000C350h 6   200 100 -350   516 FAEDh 100 -1246 4  1  
-603      -1246 196 -1246 2h 0000C350h 26  200 100 -350   516 FBAFh 100 -350  18 1  
-602      -1246 196 -1246 2h 0000C350h 46  200 100 -350   516 FB22h 100 -350  18 1  
-601      -1246 196 -1246 2h 0000C350h 66  200 100 -350   516 FB22h 100 -350  18 1  
-600      -1246 196 -1246 2h 0000C350h 86  200 100 -350   516 FB22h 100 -350  18 1  
-599      -1246 196 -1246 2h 0000C350h 106 200 100 -350   516 FB22h 100 -350  18 1  
-598      -1246 196 -1246 2h 0000C350h 126 200 100 -350   516 FB22h 100 -350  18 1  
-597      -1246 196 -1246 2h 0000C350h 146 200 100 -350   516 FB22h 100 -350  18 1  
-596      -1246 196 -1246 2h 0000C350h 166 200 100 -350   516 FB22h 100 -350  17 1  
-595      -1246 196 -1246 2h 0000C350h 186 200 100 674    516 FB22h 100 -350  10 1  
-594      -1246 196 -1246 2h 0000C350h 5   200 100 626    516 FB22h 100 -350  4  1  
-593      -350  197 -350  2h 0000C350h 25  200 100 629    516 FB22h 100 629   18 1  
-592      -350  197 -350  2h 0000C350h 45  200 100 629    516 FEA2h 100 629   18 1  
-591      -350  197 -350  2h 0000C350h 65  200 100 629    516 FEA2h 100 629   18 1  
-590      -350  197 -350  2h 0000C350h 85  200 100 629    516 FEA2h 100 629   18 1  
-589      -350  197 -350  2h 0000C350h 105 200 100 629    516 FEA2h 100 629   18 1  
-588      -350  197 -350  2h 0000C350h 125 200 100 629    516 FEA2h 100 629   18 1  
-587      -350  197 -350  2h 0000C350h 145 200 100 629    516 FEA2h 100 629   18 1  
-586      -350  197 -350  2h 0000C350h 165 200 100 629    516 FEA2h 100 629   18 1  
-585      -350  197 -350  2h 0000C350h 185 200 100 629    516 FEA2h 100 629   11 1  
-584      -350  197 -350  2h 0000C350h 4   200 100 1221   516 FEA2h 100 629   5  1  
-583      629   198 629   2h 0000C350h 24  200 100 1225   516 FEA2h 100 1225  18 1  
-582      629   198 629   2h 0000C350h 44  200 100 1225   516 0275h 100 1225  18 1  
-581      629   198 629   2h 0000C350h 64  200 100 1225   516 0275h 100 1225  18 1  
-580      629   198 629   2h 0000C350h 84  200 100 1225   516 0275h 100 1225  18 1  
-579      629   198 629   2h 0000C350h 104 200 100 1225   516 0275h 100 1225  18 1  
-578      629   198 629   2h 0000C350h 124 200 100 1225   516 0275h 100 1225  18 1  
-577      629   198 629   2h 0000C350h 144 200 100 1225   516 0275h 100 1225  18 1  
-576      629   198 629   2h 0000C350h 164 200 100 1225   516 0275h 100 1225  18 1  
-575      629   198 629   2h 0000C350h 184 200 100 1225   516 0275h 100 1225  11 1  
-574      629   198 629   2h 0000C350h 3   200 100 1273   516 0275h 100 1225  5  1  
-573      1225  199 1225  2h 0000C350h 23  200 100 1267   516 0275h 100 1267  18 1  
-572      1225  199 1225  2h 0000C350h 43  200 100 1267   516 04C9h 100 1267  18 1  
-571      1225  199 1225  2h 0000C350h 63  200 100 1267   516 04C9h 100 1267  18 1  
-570      1225  199 1225  2h 0000C350h 83  200 100 1267   516 04C9h 100 1267  18 1  
-569      1225  199 1225  2h 0000C350h 103 200 100 1267   516 04C9h 100 1267  18 1  
-568      1225  199 1225  2h 0000C350h 123 200 100 1267   516 04C9h 100 1267  18 1  
-567      1225  199 1225  2h 0000C350h 143 200 100 1267   516 04C9h 100 1267  18 1  
-566      1225  199 1225  2h 0000C350h 163 200 100 1267   516 04C9h 100 1267  18 1  
-565      1225  199 1225  2h 0000C350h 183 200 100 1267   516 04C9h 100 1267  11 1  
-564      1225  199 1225  2h 0000C350h 2   200 100 1827   516 04C9h 100 1267  5  1  
-563      1267  200 1267  2h 0000C350h 22  200 100 1838   516 04C9h 100 1838  18 1  
-562      1267  200 1267  2h 0000C350h 42  200 100 1838   516 04F3h 100 1838  18 1  
-561      1267  200 1267  2h 0000C350h 62  200 100 1838   516 04F3h 100 1838  18 1  
-560      1267  200 1267  2h 0000C350h 82  200 100 1838   516 04F3h 100 1838  18 1  
-559      1267  200 1267  2h 0000C350h 102 200 100 1838   516 04F3h 100 1838  18 1  
-558      1267  200 1267  2h 0000C350h 122 200 100 1838   516 04F3h 100 1838  18 1  
-557      1267  200 1267  2h 0000C350h 142 200 100 1838   516 04F3h 100 1838  18 1  
-556      1267  200 1267  2h 0000C350h 162 200 100 1838   516 04F3h 100 1838  18 1  
-555      1267  200 1267  2h 0000C350h 182 200 100 1838   516 04F3h 100 1838  12 1  
-554      1267  200 1267  2h 0000C350h 1   200 100 2414   516 04F3h 100 1838  6  1  
-553      1267  200 1267  2h 0000C350h 21  200 100 2418   516 04F3h 100 1838  31 1  
-552      1838  201 1838  2h 0000C350h 41  200 100 2418   516 072Eh 100 2418  18 1  
-551      1838  201 1838  2h 0000C350h 61  200 100 2418   516 072Eh 100 2418  18 1  
-550      1838  201 1838  2h 0000C350h 81  200 100 2418   516 072Eh 100 2418  18 1  
-549      1838  201 1838  2h 0000C350h 101 200 100 2418   516 072Eh 100 2418  18 1  
-548      1838  201 1838  2h 0000C350h 121 200 100 2418   516 072Eh 100 2418  18 1  
-547      1838  201 1838  2h 0000C350h 141 200 100 2418   516 072Eh 100 2418  18 1  
-546      1838  201 1838  2h 0000C350h 161 200 100 2418   516 072Eh 100 2418  18 1  
-545      1838  201 1838  2h 0000C350h 181 200 100 2418   516 072Eh 100 2418  12 1  
-544      1838  201 1838  2h 0000C350h 0   200 100 2162   516 072Eh 100 2418  6  1  
-543      1838  201 1838  2h 0000C350h 20  200 100 2173   516 072Eh 100 2418  31 1  
-542      2418  202 2418  2h 0000C350h 40  200 100 2173   516 0972h 100 2173  18 1  
-541      2418  202 2418  2h 0000C350h 60  200 100 2173   516 0972h 100 2173  18 1  
-540      2418  202 2418  2h 0000C350h 80  200 100 2173   516 0972h 100 2173  18 1  
-539      2418  202 2418  2h 0000C350h 100 200 100 2173   516 0972h 100 2173  18 1  
-538      2418  202 2418  2h 0000C350h 120 200 100 2173   516 0972h 100 2173  18 1  
-537      2418  202 2418  2h 0000C350h 140 200 100 2173   516 0972h 100 2173  18 1  
-536      2418  202 2418  2h 0000C350h 160 200 100 2173   516 0972h 100 2173  18 1  
-535      2418  202 2418  2h 0000C350h 180 200 100 2173   516 0972h 100 2173  12 1  
-534      2418  202 2418  2h 0000C350h 200 200 100 1917   516 0972h 100 2173  6  1  
-533      2418  202 2418  2h 0000C350h 19  200 100 1894   516 0972h 100 2173  31 1  
-532      2173  203 2173  2h 0000C350h 39  200 100 1894   516 087Dh 100 1894  18 1  
-531      2173  203 2173  2h 0000C350h 59  200 100 1894   516 087Dh 100 1894  18 1  
-530      2173  203 2173  2h 0000C350h 79  200 100 1894   516 087Dh 100 1894  18 1  
-529      2173  203 2173  2h 0000C350h 99  200 100 1894   516 087Dh 100 1894  18 1  
-528      2173  203 2173  2h 0000C350h 119 200 100 1894   516 087Dh 100 1894  18 1  
-527      2173  203 2173  2h 0000C350h 139 200 100 1894   516 087Dh 100 1894  18 1  
-526      2173  203 2173  2h 0000C350h 159 200 100 1894   516 087Dh 100 1894  18 1  
-525      2173  203 2173  2h 0000C350h 179 200 100 1894   516 087Dh 100 1894  13 1  
-524      2173  203 2173  2h 0000C350h 199 200 100 1638   516 087Dh 100 1894  7  1  
-523      2173  203 2173  2h 0000C350h 18  200 100 1607   516 087Dh 100 1894  0  1  
-522      1894  204 1894  2h 0000C350h 38  200 100 1607   516 0766h 100 1607  18 1  
-521      1894  204 1894  2h 0000C350h 58  200 100 1607   516 0766h 100 1607  18 1  
-520      1894  204 1894  2h 0000C350h 78  200 100 1607   516 0766h 100 1607  18 1  
-519      1894  204 1894  2h 0000C350h 98  200 100 1607   516 0766h 100 1607  18 1  
-518      1894  204 1894  2h 0000C350h 118 200 100 1607   516 0766h 100 1607  18 1  
-517      1894  204 1894  2h 0000C350h 138 200 100 1607   516 0766h 100 1607  18 1  
-516      1894  204 1894  2h 0000C350h 158 200 100 1607   516 0766h 100 1607  18 1  
-515      1894  204 1894  2h 0000C350h 178 200 100 1607   516 0766h 100 1607  13 1  
-514      1894  204 1894  2h 0000C350h 198 200 100 1543   516 0766h 100 1607  7  1  
-513      1894  204 1894  2h 0000C350h 17  200 100 1554   516 0766h 100 1607  0  1  
-512      1607  205 1607  2h 0000C350h 37  200 100 1554   516 0647h 100 1554  18 1  
-511      1607  205 1607  2h 0000C350h 57  200 100 1554   516 0647h 100 1554  18 1  
-510      1607  205 1607  2h 0000C350h 77  200 100 1554   516 0647h 100 1554  18 1  
-509      1607  205 1607  2h 0000C350h 97  200 100 1554   516 0647h 100 1554  18 1  
-508      1607  205 1607  2h 0000C350h 117 200 100 1554   516 0647h 100 1554  18 1  
-507      1607  205 1607  2h 0000C350h 137 200 100 1554   516 0647h 100 1554  18 1  
-506      1607  205 1607  2h 0000C350h 157 200 100 1554   516 0647h 100 1554  18 1  
-505      1607  205 1607  2h 0000C350h 177 200 100 1554   516 0647h 100 1554  13 1  
-504      1607  205 1607  2h 0000C350h 197 200 100 786    516 0647h 100 1554  7  1  
-503      1607  205 1607  2h 0000C350h 16  200 100 779    516 0647h 100 1554  0  1  
-502      1554  206 1554  2h 0000C350h 36  200 100 779    516 0612h 100 779   18 1  
-501      1554  206 1554  2h 0000C350h 56  200 100 779    516 0612h 100 779   18 1  
-500      1554  206 1554  2h 0000C350h 76  200 100 779    516 0612h 100 779   18 1  
-499      1554  206 1554  2h 0000C350h 96  200 100 779    516 0612h 100 779   18 1  
-498      1554  206 1554  2h 0000C350h 116 200 100 779    516 0612h 100 779   18 1  
-497      1554  206 1554  2h 0000C350h 136 200 100 779    516 0612h 100 779   18 1  
-496      1554  206 1554  2h 0000C350h 156 200 100 779    516 0612h 100 779   18 1  
